25.2745
172, 1.98012, 2
443, 1.96023, 2
819, 1.94041, 2
1238, 1.9205, 2
1454, 1.90068, 2
1915, 1.88088, 2
2175, 1.86098, 2
2395, 1.84106, 2
2637, 1.82125, 2
2855, 1.80131, 2
4139, 1.78143, 2
4505, 1.76151, 2
5205, 1.7416, 2
5428, 1.72179, 2
6021, 1.70192, 2
6991, 1.68211, 2
7705, 1.66224, 2
8004, 1.64237, 2
9186, 1.62246, 2
10097, 1.60259, 2
10758, 1.58272, 2
12011, 1.56285, 2
12706, 1.54302, 2
12997, 1.52314, 2
14380, 1.50324, 2
14755, 1.48337, 2
14999, 1.46354, 2
15414, 1.44372, 2
16640, 1.42381, 2
16838, 1.40401, 2
17211, 1.38417, 2
17506, 1.36423, 2
17839, 1.34438, 2
18164, 1.32454, 2
18432, 1.30473, 2
19755, 1.28479, 2
20131, 1.26482, 2
21369, 1.24495, 2
22045, 1.22515, 2
23108, 1.20524, 2
23476, 1.18538, 2
23630, 1.16556, 2
23900, 1.14576, 2
23953, 1.12592, 2
24282, 1.10605, 2
24441, 1.08607, 2
25695, 1.06627, 2
26218, 1.04644, 2
26448, 1.02658, 2
26854, 1.00669, 2
27530, 0.986698, 2
28066, 0.966827, 2
29305, 0.946981, 2
29640, 0.927175, 2
30884, 0.907253, 2
31239, 0.887346, 2
31565, 0.867429, 2
32030, 0.847585, 2
32308, 0.827775, 2
33666, 0.807888, 2
34342, 0.787953, 2
35306, 0.768129, 2
36174, 0.748219, 2
37095, 0.728344, 2
37704, 0.708521, 2
38812, 0.68863, 2
39624, 0.668646, 2
40653, 0.648776, 2
41288, 0.628894, 2
41478, 0.609085, 2
41670, 0.589253, 2
41925, 0.569361, 2
42039, 0.549522, 2
42152, 0.529564, 2
42437, 0.509698, 2
42887, 0.48989, 2
43410, 0.470036, 2
43909, 0.450083, 2
44907, 0.430178, 2
45219, 0.41028, 2
46081, 0.390401, 2
46549, 0.370556, 2
47024, 0.350669, 2
47343, 0.330862, 2
48068, 0.310963, 2
48941, 0.291103, 2
49595, 0.271223, 2
50385, 0.251359, 2
51138, 0.231555, 2
52259, 0.211724, 2
53695, 0.191917, 2
54285, 0.172057, 2
54467, 0.152159, 2
54853, 0.13226, 2
55214, 0.112343, 2
55988, 0.0923926, 2
56604, 0.0724125, 2
56766, 0.0526009, 2
58189, 0.0327087, 2
59365, 0.0128495, 0.0140771
