33.7636
202, 2, 2
1000, 0.343105, 0.957031
2000, 0.248467, 0.777369
3000, 0.184668, 0.508876
4000, 0.165206, 0.508876
5000, 0.14983, 0.508876
6000, 0.142938, 0.508876
7000, 0.138486, 0.365994
8000, 0.125682, 0.281594
9000, 0.121485, 0.281594
10000, 0.115503, 0.27743
11000, 0.115443, 0.27743
12000, 0.111685, 0.27743
13000, 0.108984, 0.27743
14000, 0.106594, 0.27743
15000, 0.104665, 0.27743
16000, 0.102258, 0.27743
17000, 0.100931, 0.27743
18000, 0.0996221, 0.27743
19000, 0.0960662, 0.27743
20000, 0.0901607, 0.27743
21000, 0.0870288, 0.27743
22000, 0.082126, 0.27743
23000, 0.0814816, 0.27743
24000, 0.0768806, 0.27743
25000, 0.0748533, 0.27743
26000, 0.0725794, 0.232645
27000, 0.0708042, 0.232645
28000, 0.0689006, 0.232645
29000, 0.0650341, 0.232645
30000, 0.0628285, 0.232645
31000, 0.0608826, 0.232645
32000, 0.0579066, 0.232645
33000, 0.0556029, 0.232645
34000, 0.0526644, 0.2047
35000, 0.050773, 0.2047
36000, 0.050585, 0.2047
37000, 0.0463131, 0.2047
38000, 0.0456359, 0.2047
39000, 0.0441393, 0.2047
40000, 0.040805, 0.2047
41000, 0.0399536, 0.2047
42000, 0.037493, 0.2047
43000, 0.0370701, 0.2047
44000, 0.0365908, 0.2047
45000, 0.0344811, 0.2047
46000, 0.0340101, 0.2047
47000, 0.0336162, 0.2047
48000, 0.032841, 0.2047
49000, 0.0325773, 0.2047
50000, 0.030068, 0.2047
51000, 0.0289419, 0.2047
52000, 0.028078, 0.2047
53000, 0.0268674, 0.2047
54000, 0.0251167, 0.2047
55000, 0.0214944, 0.162726
56000, 0.0187542, 0.162726
57000, 0.0166688, 0.162726
58000, 0.0140819, 0.1224
58518, 0.0129656, 0.0199608
